team,year,conference,expected_wins,win_pct,recent_win_pct
Cincinnati,2006,Big East,0.0,0.6153846153846154,0.5232558139534884
Clemson,2006,ACC,0.0,0.6153846153846154,0.627906976744186
Colorado,2006,Big 12,0.0,0.16666666666666666,0.5
Colorado State,2006,Mountain West,0.0,0.3333333333333333,0.5581395348837209
Connecticut,2006,Big East,0.0,0.3333333333333333,0.4567901234567901
Duke,2006,ACC,0.0,0.0,0.1125
East Carolina,2006,Conference USA,0.0,0.5384615384615384,0.39759036144578314
Eastern Michigan,2006,Mid-American,0.0,0.08333333333333333,0.25
Florida,2006,SEC,0.0,0.9285714285714286,0.7303370786516854
Florida Atlantic,2006,Sun Belt,0.0,0.4166666666666667,0.30434782608695654
Florida International,2006,Sun Belt,0.0,0.0,0.21739130434782608
Florida State,2006,ACC,0.0,0.5384615384615384,0.6888888888888889
Fresno State,2006,Western Athletic,0.0,0.3333333333333333,0.6263736263736264
Georgia,2006,SEC,0.0,0.6923076923076923,0.7666666666666667
Georgia Tech,2006,ACC,0.0,0.6428571428571429,0.6067415730337079
Hawai'i,2006,Western Athletic,0.0,0.7857142857142857,0.6043956043956044
Houston,2006,Conference USA,0.0,0.7142857142857143,0.40476190476190477
Illinois,2006,Big Ten,0.0,0.16666666666666666,0.345679012345679
Indiana,2006,Big Ten,0.0,0.4166666666666667,0.3125
Iowa,2006,Big Ten,0.0,0.46153846153846156,0.6206896551724138
Iowa State,2006,Big 12,0.0,0.3333333333333333,0.5
Kansas,2006,Big 12,0.0,0.5,0.3902439024390244
Kansas State,2006,Big 12,0.0,0.5384615384615384,0.6179775280898876
Kent State,2006,Mid-American,0.0,0.5,0.3375
Kentucky,2006,SEC,0.0,0.6153846153846154,0.345679012345679
Louisiana,2006,Sun Belt,0.0,0.5,0.3375
Louisiana Monroe,2006,Sun Belt,0.0,0.3333333333333333,0.2625
Louisiana Tech,2006,Western Athletic,0.0,0.23076923076923078,0.4166666666666667
Louisville,2006,Big East,0.0,0.9230769230769231,0.7727272727272727
LSU,2006,SEC,0.0,0.8461538461538461,0.7777777777777778
Marshall,2006,Conference USA,0.0,0.4166666666666667,0.6162790697674418
Maryland,2006,ACC,0.0,0.6923076923076923,0.6470588235294118
Memphis,2006,Conference USA,0.0,0.16666666666666666,0.4578313253012048
Miami,2006,ACC,0.0,0.5384615384615384,0.8160919540229885
Miami (OH),2006,Mid-American,0.0,0.16666666666666666,0.5882352941176471
Michigan,2006,Big Ten,0.0,0.8461538461538461,0.735632183908046
Michigan State,2006,Big Ten,0.0,0.3333333333333333,0.4578313253012048
Middle Tennessee,2006,Sun Belt,0.0,0.5384615384615384,0.4691358024691358
Minnesota,2006,Big Ten,0.0,0.46153846153846156,0.5581395348837209
Mississippi State,2006,SEC,0.0,0.25,0.30864197530864196
Missouri,2006,Big 12,0.0,0.6153846153846154,0.4819277108433735
Navy,2006,FBS Independents,0.0,0.6923076923076923,0.4578313253012048
NC State,2006,ACC,0.0,0.25,0.5697674418604651
Nebraska,2006,Big 12,0.0,0.6428571428571429,0.6741573033707865
Nevada,2006,Western Athletic,0.0,0.6153846153846154,0.4523809523809524
New Mexico,2006,Mountain West,0.0,0.46153846153846156,0.5232558139534884
New Mexico State,2006,Western Athletic,0.0,0.3333333333333333,0.32926829268292684
North Carolina,2006,ACC,0.0,0.25,0.39759036144578314
Northern Illinois,2006,Mid-American,0.0,0.5384615384615384,0.6385542168674698
North Texas,2006,Sun Belt,0.0,0.25,0.44047619047619047
Northwestern,2006,Big Ten,0.0,0.3333333333333333,0.4523809523809524
Notre Dame,2006,FBS Independents,0.0,0.7692307692307693,0.6352941176470588
Ohio,2006,Mid-American,0.0,0.6428571428571429,0.3780487804878049
Ohio State,2006,Big Ten,0.0,0.9230769230769231,0.7954545454545454
Oklahoma,2006,Big 12,0.0,0.7857142857142857,0.8494623655913979
Oklahoma State,2006,Big 12,0.0,0.5384615384615384,0.5
Ole Miss,2006,SEC,0.0,0.3333333333333333,0.5060240963855421
Oregon,2006,Pac-10,0.0,0.5384615384615384,0.6744186046511628
Oregon State,2006,Pac-10,0.0,0.7142857142857143,0.627906976744186
Penn State,2006,Big Ten,0.0,0.6923076923076923,0.5476190476190477
Pittsburgh,2006,Big East,0.0,0.5,0.5882352941176471
Purdue,2006,Big Ten,0.0,0.5714285714285714,0.5747126436781609
Rice,2006,Conference USA,0.0,0.5384615384615384,0.38271604938271603
Rutgers,2006,Big East,0.0,0.8461538461538461,0.4024390243902439
San Diego State,2006,Mountain West,0.0,0.25,0.34146341463414637
San José State,2006,Western Athletic,0.0,0.6923076923076923,0.39759036144578314
SMU,2006,Conference USA,0.0,0.5,0.2962962962962963
South Carolina,2006,SEC,0.0,0.6153846153846154,0.5714285714285714
Southern Mississippi,2006,Conference USA,0.0,0.6428571428571429,0.6091954022988506
South Florida,2006,Big East,0.0,0.6923076923076923,0.625
Stanford,2006,Pac-10,0.0,0.08333333333333333,0.379746835443038
Syracuse,2006,Big East,0.0,0.3333333333333333,0.4457831325301205
TCU,2006,Mountain West,0.0,0.8461538461538461,0.7529411764705882
Temple,2006,FBS Independents,0.0,0.08333333333333333,0.2
Tennessee,2006,SEC,0.0,0.6923076923076923,0.6931818181818182
Texas,2006,Big 12,0.0,0.7692307692307693,0.8426966292134831
Texas A&M,2006,Big 12,0.0,0.6923076923076923,0.5476190476190477
Texas Tech,2006,Big 12,0.0,0.6153846153846154,0.6292134831460674
Toledo,2006,Mid-American,0.0,0.4166666666666667,0.6976744186046512
Troy,2006,Sun Belt,0.0,0.6153846153846154,0.5070422535211268
Tulane,2006,Conference USA,0.0,0.3333333333333333,0.4024390243902439
Tulsa,2006,Conference USA,0.0,0.6153846153846154,0.4186046511627907
UAB,2006,Conference USA,0.0,0.25,0.4691358024691358
UCF,2006,Conference USA,0.0,0.3333333333333333,0.4268292682926829
UCLA,2006,Pac-10,0.0,0.5384615384615384,0.5813953488372093
UNLV,2006,Mountain West,0.0,0.16666666666666666,0.35365853658536583
USC,2006,Pac-10,0.0,0.8461538461538461,0.7865168539325843
Utah,2006,Mountain West,0.0,0.6153846153846154,0.6506024096385542
Utah State,2006,Western Athletic,0.0,0.08333333333333333,0.2911392405063291
UTEP,2006,Conference USA,0.0,0.4166666666666667,0.4166666666666667
Vanderbilt,2006,SEC,0.0,0.3333333333333333,0.25
Virginia,2006,ACC,0.0,0.4166666666666667,0.5517241379310345
Virginia Tech,2006,ACC,0.0,0.7692307692307693,0.7555555555555555
Wake Forest,2006,ACC,0.0,0.7857142857142857,0.46987951807228917
Washington,2006,Pac-10,0.0,0.4166666666666667,0.4819277108433735
Washington State,2006,Pac-10,0.0,0.5,0.5903614457831325
Western Michigan,2006,Mid-American,0.0,0.6153846153846154,0.47560975609756095
West Virginia,2006,Big East,0.0,0.8461538461538461,0.6627906976744186
Wisconsin,2006,Big Ten,0.0,0.9230769230769231,0.6666666666666666
Wyoming,2006,Mountain West,0.0,0.5,0.32098765432098764
Air Force,2007,Mountain West,0.0,0.6923076923076923,0.5416666666666666
Akron,2007,Mid-American,0.0,0.3333333333333333,0.4574468085106383
Alabama,2007,SEC,0.0,0.5384615384615384,0.5353535353535354
Arizona,2007,Pac-10,0.0,0.4166666666666667,0.358695652173913
Arizona State,2007,Pac-10,0.0,0.7692307692307693,0.5656565656565656
Arkansas,2007,SEC,0.0,0.6153846153846154,0.58
Arkansas State,2007,Sun Belt,0.0,0.4166666666666667,0.3617021276595745
Army,2007,FBS Independents,0.0,0.25,0.1827956989247312
Auburn,2007,SEC,0.0,0.6923076923076923,0.7352941176470589
Ball State,2007,Mid-American,0.0,0.5384615384615384,0.40860215053763443
Baylor,2007,Big 12,0.0,0.25,0.2826086956521739
Boise State,2007,Western Athletic,0.0,0.7692307692307693,0.8431372549019608
Boston College,2007,ACC,0.0,0.7857142857142857,0.7029702970297029
Bowling Green,2007,Mid-American,0.0,0.6153846153846154,0.59375
Buffalo,2007,Mid-American,0.0,0.4166666666666667,0.18478260869565216
BYU,2007,Mountain West,0.0,0.8461538461538461,0.6060606060606061
California,2007,Pac-10,0.0,0.5384615384615384,0.5510204081632653
Central Michigan,2007,Mid-American,0.0,0.5714285714285714,0.4166666666666667
Cincinnati,2007,Big East,0.0,0.7692307692307693,0.5555555555555556
Clemson,2007,ACC,0.0,0.6923076923076923,0.6363636363636364
Colorado,2007,Big 12,0.0,0.46153846153846156,0.49504950495049505
Colorado State,2007,Mountain West,0.0,0.25,0.5204081632653061
Connecticut,2007,Big East,0.0,0.6923076923076923,0.48936170212765956
Duke,2007,ACC,0.0,0.08333333333333333,0.10869565217391304
East Carolina,2007,Conference USA,0.0,0.6153846153846154,0.4270833333333333
Eastern Michigan,2007,Mid-American,0.0,0.3333333333333333,0.2608695652173913
Florida,2007,SEC,0.0,0.6923076923076923,0.7254901960784313
Florida Atlantic,2007,Sun Belt,0.0,0.6153846153846154,0.4166666666666667
Florida International,2007,Sun Belt,0.0,0.08333333333333333,0.17142857142857143
Florida State,2007,ACC,0.0,0.5384615384615384,0.6699029126213593
Fresno State,2007,Western Athletic,0.0,0.6923076923076923,0.6346153846153846
Georgia,2007,SEC,0.0,0.8461538461538461,0.7766990291262136
Georgia Tech,2007,ACC,0.0,0.5384615384615384,0.5980392156862745
Hawai'i,2007,Western Athletic,0.0,0.9230769230769231,0.6442307692307693
Houston,2007,Conference USA,0.0,0.6153846153846154,0.4329896907216495
Illinois,2007,Big Ten,0.0,0.6923076923076923,0.39361702127659576
Indiana,2007,Big Ten,0.0,0.5384615384615384,0.34408602150537637
Iowa,2007,Big Ten,0.0,0.5,0.6060606060606061
Iowa State,2007,Big 12,0.0,0.25,0.46938775510204084
Kansas,2007,Big 12,0.0,0.9230769230769231,0.4631578947368421
Kansas State,2007,Big 12,0.0,0.4166666666666667,0.594059405940594
Kent State,2007,Mid-American,0.0,0.25,0.32608695652173914
Kentucky,2007,SEC,0.0,0.6153846153846154,0.3829787234042553
Louisiana,2007,Sun Belt,0.0,0.25,0.32608695652173914
Louisiana Monroe,2007,Sun Belt,0.0,0.5,0.29347826086956524
Louisiana Tech,2007,Western Athletic,0.0,0.4166666666666667,0.4166666666666667
Louisville,2007,Big East,0.0,0.5,0.74
LSU,2007,SEC,0.0,0.8571428571428571,0.7884615384615384
Marshall,2007,Conference USA,0.0,0.25,0.5714285714285714
Maryland,2007,ACC,0.0,0.46153846153846156,0.6224489795918368
Memphis,2007,Conference USA,0.0,0.5384615384615384,0.46875
Miami,2007,ACC,0.0,0.4166666666666667,0.7676767676767676
Miami (OH),2007,Mid-American,0.0,0.46153846153846156,0.5714285714285714
Michigan,2007,Big Ten,0.0,0.6923076923076923,0.73
Michigan State,2007,Big Ten,0.0,0.5384615384615384,0.46875
Middle Tennessee,2007,Sun Belt,0.0,0.4166666666666667,0.46236559139784944
Minnesota,2007,Big Ten,0.0,0.08333333333333333,0.5
Mississippi State,2007,SEC,0.0,0.6153846153846154,0.35106382978723405
Missouri,2007,Big 12,0.0,0.8571428571428571,0.5360824742268041
Navy,2007,FBS Independents,0.0,0.6153846153846154,0.4791666666666667
NC State,2007,ACC,0.0,0.4166666666666667,0.5510204081632653
Nebraska,2007,Big 12,0.0,0.4166666666666667,0.6435643564356436
Nevada,2007,Western Athletic,0.0,0.46153846153846156,0.4536082474226804
New Mexico,2007,Mountain West,0.0,0.6923076923076923,0.5454545454545454
New Mexico State,2007,Western Athletic,0.0,0.3076923076923077,0.3263157894736842
North Carolina,2007,ACC,0.0,0.3333333333333333,0.3894736842105263
Northern Illinois,2007,Mid-American,0.0,0.16666666666666666,0.5789473684210527
North Texas,2007,Sun Belt,0.0,0.16666666666666666,0.40625
Northwestern,2007,Big Ten,0.0,0.5,0.4583333333333333
Notre Dame,2007,FBS Independents,0.0,0.25,0.5876288659793815
Ohio,2007,Mid-American,0.0,0.5,0.39361702127659576
Ohio State,2007,Big Ten,0.0,0.8461538461538461,0.801980198019802
Oklahoma,2007,Big 12,0.0,0.7857142857142857,0.8411214953271028
Oklahoma State,2007,Big 12,0.0,0.5384615384615384,0.5051546391752577
Ole Miss,2007,SEC,0.0,0.25,0.47368421052631576
Oregon,2007,Pac-10,0.0,0.6923076923076923,0.6767676767676768
Oregon State,2007,Pac-10,0.0,0.6923076923076923,0.6363636363636364
Penn State,2007,Big Ten,0.0,0.6923076923076923,0.5670103092783505
Pittsburgh,2007,Big East,0.0,0.4166666666666667,0.5670103092783505
Purdue,2007,Big Ten,0.0,0.6153846153846154,0.58
Rice,2007,Conference USA,0.0,0.25,0.3655913978494624
Rutgers,2007,Big East,0.0,0.6153846153846154,0.43157894736842106
San Diego State,2007,Mountain West,0.0,0.3333333333333333,0.3404255319148936
San José State,2007,Western Athletic,0.0,0.4166666666666667,0.4
SMU,2007,Conference USA,0.0,0.08333333333333333,0.26881720430107525
South Carolina,2007,SEC,0.0,0.5,0.5625
Southern Mississippi,2007,Conference USA,0.0,0.5384615384615384,0.6
South Florida,2007,Big East,0.0,0.6923076923076923,0.6344086021505376
Stanford,2007,Pac-10,0.0,0.3333333333333333,0.37362637362637363
Syracuse,2007,Big East,0.0,0.16666666666666666,0.4105263157894737
TCU,2007,Mountain West,0.0,0.6153846153846154,0.7346938775510204
Temple,2007,Mid-American,0.0,0.3333333333333333,0.21739130434782608
Tennessee,2007,SEC,0.0,0.7142857142857143,0.696078431372549
Texas,2007,Big 12,0.0,0.7692307692307693,0.8333333333333334
Texas A&M,2007,Big 12,0.0,0.5384615384615384,0.5463917525773195
Texas Tech,2007,Big 12,0.0,0.6923076923076923,0.6372549019607843
Toledo,2007,Mid-American,0.0,0.4166666666666667,0.6632653061224489
Troy,2007,Sun Belt,0.0,0.6666666666666666,0.5301204819277109
Tulane,2007,Conference USA,0.0,0.3333333333333333,0.39361702127659576
Tulsa,2007,Conference USA,0.0,0.7142857142857143,0.46
UAB,2007,Conference USA,0.0,0.16666666666666666,0.43010752688172044
UCF,2007,Conference USA,0.0,0.7142857142857143,0.46875
UCLA,2007,Pac-10,0.0,0.46153846153846156,0.5656565656565656
UNLV,2007,Mountain West,0.0,0.16666666666666666,0.32978723404255317
USC,2007,Pac-10,0.0,0.8461538461538461,0.7941176470588235
Utah,2007,Mountain West,0.0,0.6923076923076923,0.65625
Utah State,2007,Western Athletic,0.0,0.16666666666666666,0.27472527472527475
UTEP,2007,Conference USA,0.0,0.3333333333333333,0.40625
Vanderbilt,2007,SEC,0.0,0.4166666666666667,0.2717391304347826
Virginia,2007,ACC,0.0,0.6923076923076923,0.57
Virginia Tech,2007,ACC,0.0,0.7857142857142857,0.7596153846153846
Wake Forest,2007,ACC,0.0,0.6923076923076923,0.5
Washington,2007,Pac-10,0.0,0.3076923076923077,0.4583333333333333
Washington State,2007,Pac-10,0.0,0.4166666666666667,0.5684210526315789
Western Kentucky,2007,FBS Independents,0.0,0.5833333333333334,0.5833333333333334
Western Michigan,2007,Mid-American,0.0,0.4166666666666667,0.46808510638297873
West Virginia,2007,Big East,0.0,0.8461538461538461,0.6868686868686869
Wisconsin,2007,Big Ten,0.0,0.6923076923076923,0.6699029126213593
Wyoming,2007,Mountain West,0.0,0.4166666666666667,0.3333333333333333
Air Force,2008,Mountain West,0.0,0.6153846153846154,0.5504587155963303
Akron,2008,Mid-American,0.0,0.4166666666666667,0.4528301886792453
Alabama,2008,SEC,0.0,0.8571428571428571,0.5752212389380531
Arizona,2008,Pac-10,0.0,0.6153846153846154,0.3904761904761905
Arizona State,2008,Pac-10,0.0,0.4166666666666667,0.5495495495495496
Arkansas,2008,SEC,0.0,0.4166666666666667,0.5625
Arkansas State,2008,Sun Belt,0.0,0.5,0.37735849056603776
Army,2008,FBS Independents,0.0,0.25,0.19047619047619047
Auburn,2008,SEC,0.0,0.4166666666666667,0.7017543859649122
Ball State,2008,Mid-American,0.0,0.8571428571428571,0.4672897196261682
Baylor,2008,Big 12,0.0,0.3333333333333333,0.28846153846153844
Boise State,2008,Western Athletic,0.0,0.9230769230769231,0.8521739130434782
Boston College,2008,ACC,0.0,0.6428571428571429,0.6956521739130435
Bowling Green,2008,Mid-American,0.0,0.5,0.5833333333333334
Buffalo,2008,Mid-American,0.0,0.5714285714285714,0.2358490566037736
BYU,2008,Mountain West,0.0,0.7692307692307693,0.625
California,2008,Pac-10,0.0,0.6923076923076923,0.5675675675675675
Central Michigan,2008,Mid-American,0.0,0.6153846153846154,0.44036697247706424
Cincinnati,2008,Big East,0.0,0.7857142857142857,0.584070796460177
Clemson,2008,ACC,0.0,0.5384615384615384,0.625
Colorado,2008,Big 12,0.0,0.4166666666666667,0.48672566371681414
Colorado State,2008,Mountain West,0.0,0.5384615384615384,0.5225225225225225
Connecticut,2008,Big East,0.0,0.6153846153846154,0.5046728971962616
Duke,2008,ACC,0.0,0.3333333333333333,0.1346153846153846
East Carolina,2008,Conference USA,0.0,0.6428571428571429,0.45454545454545453
Eastern Michigan,2008,Mid-American,0.0,0.25,0.25961538461538464
Florida,2008,SEC,0.0,0.9285714285714286,0.75
Florida Atlantic,2008,Sun Belt,0.0,0.5384615384615384,0.4489795918367347
Florida International,2008,Sun Belt,0.0,0.4166666666666667,0.23404255319148937
Florida State,2008,ACC,0.0,0.6923076923076923,0.6724137931034483
Fresno State,2008,Western Athletic,0.0,0.5384615384615384,0.6239316239316239
Georgia,2008,SEC,0.0,0.7692307692307693,0.7758620689655172
Georgia Tech,2008,ACC,0.0,0.6923076923076923,0.6086956521739131
Hawai'i,2008,Western Athletic,0.0,0.5,0.6271186440677966
Houston,2008,Conference USA,0.0,0.6153846153846154,0.45454545454545453
Illinois,2008,Big Ten,0.0,0.4166666666666667,0.39622641509433965
Indiana,2008,Big Ten,0.0,0.25,0.3333333333333333
Iowa,2008,Big Ten,0.0,0.6923076923076923,0.6160714285714286
Iowa State,2008,Big 12,0.0,0.16666666666666666,0.43636363636363634
Kansas,2008,Big 12,0.0,0.6153846153846154,0.48148148148148145
Kansas State,2008,Big 12,0.0,0.4166666666666667,0.5752212389380531
Kent State,2008,Mid-American,0.0,0.3333333333333333,0.3269230769230769
Kentucky,2008,SEC,0.0,0.5384615384615384,0.40186915887850466
Louisiana,2008,Sun Belt,0.0,0.5,0.34615384615384615
Louisiana Monroe,2008,Sun Belt,0.0,0.3333333333333333,0.2980769230769231
Louisiana Tech,2008,Western Athletic,0.0,0.6153846153846154,0.44036697247706424
Louisville,2008,Big East,0.0,0.4166666666666667,0.7053571428571429
LSU,2008,SEC,0.0,0.6428571428571429,0.7711864406779662
Marshall,2008,Conference USA,0.0,0.3333333333333333,0.5454545454545454
Maryland,2008,ACC,0.0,0.6153846153846154,0.6216216216216216
Memphis,2008,Conference USA,0.0,0.46153846153846156,0.46788990825688076
Miami,2008,ACC,0.0,0.5384615384615384,0.7410714285714286
Miami (OH),2008,Mid-American,0.0,0.16666666666666666,0.5272727272727272
Michigan,2008,Big Ten,0.0,0.25,0.6785714285714286
Michigan State,2008,Big Ten,0.0,0.6923076923076923,0.4954128440366973
Middle Tennessee,2008,Sun Belt,0.0,0.4166666666666667,0.45714285714285713
Minnesota,2008,Big Ten,0.0,0.5384615384615384,0.5045045045045045
Mississippi State,2008,SEC,0.0,0.3333333333333333,0.3490566037735849
Missouri,2008,Big 12,0.0,0.7142857142857143,0.5585585585585585
Navy,2008,FBS Independents,0.0,0.6153846153846154,0.4954128440366973
NC State,2008,ACC,0.0,0.46153846153846156,0.5405405405405406
Nebraska,2008,Big 12,0.0,0.6923076923076923,0.6491228070175439
Nevada,2008,Western Athletic,0.0,0.5384615384615384,0.4636363636363636
New Mexico,2008,Mountain West,0.0,0.3333333333333333,0.5225225225225225
New Mexico State,2008,Western Athletic,0.0,0.25,0.3177570093457944
North Carolina,2008,ACC,0.0,0.6153846153846154,0.4166666666666667
Northern Illinois,2008,Mid-American,0.0,0.46153846153846156,0.5648148148148148
North Texas,2008,Sun Belt,0.0,0.08333333333333333,0.37037037037037035
Northwestern,2008,Big Ten,0.0,0.6923076923076923,0.48623853211009177
Notre Dame,2008,FBS Independents,0.0,0.5384615384615384,0.5818181818181818
Ohio,2008,Mid-American,0.0,0.3333333333333333,0.3867924528301887
Ohio State,2008,Big Ten,0.0,0.7692307692307693,0.7982456140350878
Oklahoma,2008,Big 12,0.0,0.8571428571428571,0.8429752066115702
Oklahoma State,2008,Big 12,0.0,0.6923076923076923,0.5272727272727272
Ole Miss,2008,SEC,0.0,0.6923076923076923,0.5
Oregon,2008,Pac-10,0.0,0.7692307692307693,0.6875
Oregon State,2008,Pac-10,0.0,0.6923076923076923,0.6428571428571429
Penn State,2008,Big Ten,0.0,0.8461538461538461,0.6
Pittsburgh,2008,Big East,0.0,0.6923076923076923,0.5818181818181818
Purdue,2008,Big Ten,0.0,0.3333333333333333,0.5535714285714286
Rice,2008,Conference USA,0.0,0.7692307692307693,0.41509433962264153
Rutgers,2008,Big East,0.0,0.6153846153846154,0.4537037037037037
San Diego State,2008,Mountain West,0.0,0.16666666666666666,0.32075471698113206
San José State,2008,Western Athletic,0.0,0.5,0.411214953271028
SMU,2008,Conference USA,0.0,0.08333333333333333,0.24761904761904763
South Carolina,2008,SEC,0.0,0.5384615384615384,0.5596330275229358
Southern Mississippi,2008,Conference USA,0.0,0.5384615384615384,0.5929203539823009
South Florida,2008,Big East,0.0,0.6153846153846154,0.6320754716981132
Stanford,2008,Pac-10,0.0,0.4166666666666667,0.3786407766990291
Syracuse,2008,Big East,0.0,0.25,0.3925233644859813
TCU,2008,Mountain West,0.0,0.8461538461538461,0.7477477477477478
Temple,2008,Mid-American,0.0,0.4166666666666667,0.2403846153846154
Tennessee,2008,SEC,0.0,0.4166666666666667,0.6666666666666666
Texas,2008,Big 12,0.0,0.9230769230769231,0.8434782608695652
Texas A&M,2008,Big 12,0.0,0.3333333333333333,0.5229357798165137
Texas Tech,2008,Big 12,0.0,0.8461538461538461,0.6608695652173913
Toledo,2008,Mid-American,0.0,0.25,0.6181818181818182
Troy,2008,Sun Belt,0.0,0.6153846153846154,0.5416666666666666
Tulane,2008,Conference USA,0.0,0.16666666666666666,0.36792452830188677
Tulsa,2008,Conference USA,0.0,0.7857142857142857,0.5
UAB,2008,Conference USA,0.0,0.3333333333333333,0.41904761904761906
UCF,2008,Conference USA,0.0,0.3333333333333333,0.4537037037037037
UCLA,2008,Pac-10,0.0,0.3333333333333333,0.5405405405405406
UNLV,2008,Mountain West,0.0,0.4166666666666667,0.33962264150943394
USC,2008,Pac-10,0.0,0.9230769230769231,0.808695652173913
Utah,2008,Mountain West,0.0,1.0,0.6972477064220184
Utah State,2008,Western Athletic,0.0,0.25,0.27184466019417475
UTEP,2008,Conference USA,0.0,0.4166666666666667,0.4074074074074074
Vanderbilt,2008,SEC,0.0,0.5384615384615384,0.3047619047619048
Virginia,2008,ACC,0.0,0.4166666666666667,0.5535714285714286
Virginia Tech,2008,ACC,0.0,0.7142857142857143,0.7542372881355932
Wake Forest,2008,ACC,0.0,0.6153846153846154,0.5137614678899083
Washington,2008,Pac-10,0.0,0.0,0.4074074074074074
Washington State,2008,Pac-10,0.0,0.15384615384615385,0.5185185185185185
Western Kentucky,2008,FBS Independents,0.0,0.16666666666666666,0.375
Western Michigan,2008,Mid-American,0.0,0.6923076923076923,0.4953271028037383
West Virginia,2008,Big East,0.0,0.6923076923076923,0.6875
Wisconsin,2008,Big Ten,0.0,0.5384615384615384,0.6551724137931034
Wyoming,2008,Mountain West,0.0,0.3333333333333333,0.3333333333333333
Air Force,2009,Mountain West,0.0,0.6153846153846154,0.5573770491803278
Akron,2009,Mid-American,0.0,0.25,0.4322033898305085
Alabama,2009,SEC,0.0,1.0,0.6220472440944882
Arizona,2009,Pac-10,0.0,0.6153846153846154,0.4152542372881356
Arizona State,2009,Pac-10,0.0,0.3333333333333333,0.5284552845528455
Arkansas,2009,SEC,0.0,0.6153846153846154,0.568
Arkansas State,2009,Sun Belt,0.0,0.3333333333333333,0.3728813559322034
Army,2009,FBS Independents,0.0,0.4166666666666667,0.21367521367521367
Auburn,2009,SEC,0.0,0.6153846153846154,0.6929133858267716
Ball State,2009,Mid-American,0.0,0.16666666666666666,0.4369747899159664
Baylor,2009,Big 12,0.0,0.3333333333333333,0.29310344827586204
Boise State,2009,Western Athletic,0.0,1.0,0.8682170542635659
Boston College,2009,ACC,0.0,0.6153846153846154,0.6875
Bowling Green,2009,Mid-American,0.0,0.5384615384615384,0.5785123966942148
Buffalo,2009,Mid-American,0.0,0.4166666666666667,0.2542372881355932
BYU,2009,Mountain West,0.0,0.8461538461538461,0.648
California,2009,Pac-10,0.0,0.6153846153846154,0.5725806451612904
Central Michigan,2009,Mid-American,0.0,0.8571428571428571,0.4878048780487805
Cincinnati,2009,Big East,0.0,0.9230769230769231,0.6190476190476191
Clemson,2009,ACC,0.0,0.6428571428571429,0.626984126984127
Colorado,2009,Big 12,0.0,0.25,0.464
Colorado State,2009,Mountain West,0.0,0.25,0.4959349593495935
Connecticut,2009,Big East,0.0,0.6153846153846154,0.5166666666666667
Duke,2009,ACC,0.0,0.4166666666666667,0.16379310344827586
East Carolina,2009,Conference USA,0.0,0.6428571428571429,0.47580645161290325
Eastern Michigan,2009,Mid-American,0.0,0.0,0.23275862068965517
Florida,2009,SEC,0.0,0.9285714285714286,0.7692307692307693
Florida Atlantic,2009,Sun Belt,0.0,0.4166666666666667,0.4426229508196721
Florida International,2009,Sun Belt,0.0,0.25,0.23728813559322035
Florida State,2009,ACC,0.0,0.5384615384615384,0.6589147286821705
Fresno State,2009,Western Athletic,0.0,0.6153846153846154,0.6230769230769231
Georgia,2009,SEC,0.0,0.6153846153846154,0.7596899224806202
Georgia Tech,2009,ACC,0.0,0.7857142857142857,0.627906976744186
Hawai'i,2009,Western Athletic,0.0,0.46153846153846156,0.6106870229007634
Houston,2009,Conference USA,0.0,0.7142857142857143,0.4838709677419355
Illinois,2009,Big Ten,0.0,0.25,0.3813559322033898
Indiana,2009,Big Ten,0.0,0.3333333333333333,0.3333333333333333
Iowa,2009,Big Ten,0.0,0.8461538461538461,0.64
Iowa State,2009,Big 12,0.0,0.5384615384615384,0.44715447154471544
Kansas,2009,Big 12,0.0,0.4166666666666667,0.475
Kansas State,2009,Big 12,0.0,0.5,0.568
Kent State,2009,Mid-American,0.0,0.4166666666666667,0.33620689655172414
Kentucky,2009,SEC,0.0,0.5384615384615384,0.4166666666666667
Louisiana,2009,Sun Belt,0.0,0.5,0.3620689655172414
Louisiana Monroe,2009,Sun Belt,0.0,0.5,0.31896551724137934
Louisiana Tech,2009,Western Athletic,0.0,0.3333333333333333,0.4297520661157025
Louisville,2009,Big East,0.0,0.3333333333333333,0.6693548387096774
LSU,2009,SEC,0.0,0.6923076923076923,0.7633587786259542
Marshall,2009,Conference USA,0.0,0.5384615384615384,0.5447154471544715
Maryland,2009,ACC,0.0,0.16666666666666666,0.5772357723577236
Memphis,2009,Conference USA,0.0,0.16666666666666666,0.4380165289256198
Miami,2009,ACC,0.0,0.6923076923076923,0.736
Miami (OH),2009,Mid-American,0.0,0.08333333333333333,0.48360655737704916
Michigan,2009,Big Ten,0.0,0.4166666666666667,0.6532258064516129
Michigan State,2009,Big Ten,0.0,0.46153846153846156,0.4918032786885246
Middle Tennessee,2009,Sun Belt,0.0,0.7692307692307693,0.4915254237288136
Minnesota,2009,Big Ten,0.0,0.46153846153846156,0.5
Mississippi State,2009,SEC,0.0,0.4166666666666667,0.3559322033898305
Missouri,2009,Big 12,0.0,0.6153846153846154,0.5645161290322581
Navy,2009,FBS Independents,0.0,0.7142857142857143,0.5203252032520326
NC State,2009,ACC,0.0,0.4166666666666667,0.5284552845528455
Nebraska,2009,Big 12,0.0,0.7142857142857143,0.65625
